time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details
2024-12-20 19:00,2024-12-21 9:00,C-400,Donetsk oblast,Poltava oblast,,1,0,,,{},,,,,,,,,,
2024-12-21,2024-12-21,Iskander-M,Crimea,Kherson oblast,,1,0,,,{},,,,,,,,,,
2024-12-20 7:00,2024-12-20 9:30,Iskander-M/KN-23,Bryansk oblast and Voronezh oblast,Kyiv,,5,5,,,{},,,,,,,,,,
2024-12-19 19:00,2024-12-20 9:30,X-59/X-69,Kursk oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2024-12-19 19:00,2024-12-20 9:30,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,65,40,20,,{},,,,,,,,"{'Sumy oblast': NaN, 'Kyiv oblast': NaN, 'Poltava oblast': NaN, 'Kursk oblast': NaN,    'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,
2024-12-19 19:00,2024-12-20 9:30,Iskander-M,Rostov oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2024-12-20,2024-12-20,ZALA,,south,,2,2,,,{},,,,,,,,,,
2024-12-20,2024-12-20,X-31P,Black Sea,Odesa oblast,,2,0,2,,{},,,,,,,,,,
2024-12-20,2024-12-20,Supercam,,south,,1,1,,,{},,,,,,,,,,
2024-12-20,2024-12-20,Orlan-10,,south,,3,3,,,{},,,,,,,,,,
2024-12-20,2024-12-20,Lancet,,south,,1,1,,,{},,,,,,,,,,
2024-12-18 20:00,2024-12-19 8:30,X-59/X-69,Kursk oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2024-12-18 20:00,2024-12-19 8:30,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,85,45,40,,{},,,,,,,,"{'Sumy oblast': NaN, 'Kyiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN,    'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Kirovohrad oblast': NaN,    'Dnipropetrovsk oblast': NaN, 'Khmelnytskyi oblast': 2, 'Mykolaiv oblast': 1}",,
2024-12-18 20:00,2024-12-19 8:30,Iskander-M,Crimea and Rostov oblast,Ukraine,,2,0,,,{},,,,,,,,,,
2024-12-19,2024-12-19,ZALA,,south,,2,2,,,{},,,,,,,,,,
2024-12-19,2024-12-19,Orlan-10,,south,,1,1,,,{},,,,,,,,,,
2024-12-19,2024-12-19,Lancet,,south,,2,2,,,{},,,,,,,,,,
2024-12-17 19:00,2024-12-18 9:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,81,51,30,,{},,,,,,,,"{'Sumy oblast': NaN, 'Kyiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN,    'Cherkasy oblast': NaN, 'Zhytomyr oblast': NaN, 'Kirovohrad oblast': NaN,    'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN, 'Khmelnytskyi oblast': 2}",,
2024-12-18,2024-12-18,Iskander-M,Crimea,Kherson oblast,,1,0,,,{},,,,,,,,,,
2024-12-16 23:00,2024-12-17 12:00,Shahed-136/131,Bryansk oblast and Oryol oblast,Ukraine,,31,20,10,1,{},,,,,,,,"{'Sumy oblast': NaN, 'Kyiv oblast': NaN, 'Poltava oblast': NaN, 'Cherkasy oblast': NaN, 'Zhytomyr oblast': NaN}",,
2024-12-16 1:00,2024-12-16 8:30,Shahed-136/131,Bryansk oblast and Oryol oblast,Ukraine,,49,27,19,3,{},,,,,,,,"{'Khmelnytskyi oblast': 4, 'Sumy oblast': NaN, 'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,
2024-12-14 19:00,2024-12-15 8:30,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,108,56,49,,{'russia': 3.0},,,,,,,,"{'Mykolaiv oblast': 5, 'Khmelnytskyi oblast': 3, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Donetsk oblast': NaN}",,
2024-12-14 19:00,2024-12-15 8:30,C-300,,Ukraine,,1,0,,,{},,,,,,,,,,
2024-12-13 19:00,2024-12-14 9:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,132,58,72,,{'russia': 2.0},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 4, 'Vinnytsia oblast': NaN, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,
2024-12-14,2024-12-14,ZALA,,south,,5,5,,,{},,,,,,,,,,
2024-12-14,2024-12-14,Supercam,,south,,1,1,,,{},,,,,,,,,,
2024-12-14,2024-12-14,Orlan-10,,south,,2,2,,,{},,,,,,,,,,
2024-12-14,2024-12-14,Kub,,south,,1,1,,,{},,,,,,,,,,
2024-12-13 7:00,2024-12-13 10:00,X-59/X-69,Luhansk oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2024-12-13 7:00,2024-12-13 10:00,X-47 Kinzhal,Tambov oblast,Ukraine,,4,0,,,{},,,,MiG-31K,,,,,,
2024-12-13 7:00,2024-12-13 10:00,X-101/X-555 and Kalibr and Iskander-K,Volgograd oblast and Black Sea and Voronezh oblast and Rostov oblast,Ukraine,,86,80,,,{},,,,Tu-95MS and Navy,,,,"{'south': 10, 'west': 52}","{'X-101/X-555': 55, 'Kalibr': 24, 'Iskander-K': 7}","{'X-101/X-555': 'Volgograd oblast', 'Kalibr': 'Black Sea', 'Iskander-K': 'Voronezh oblast and Rostov oblast'}"
2024-12-13 7:00,2024-12-13 10:00,Iskander-M,Bryansk oblast,Ukraine,,2,1,,,{},,,,,,,,,,
2024-12-12 18:00,2024-12-13 5:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,193,80,105,,"{'belarus': 1.0, 'russia': 5.0}",,,,,,,,"{'south': 4, 'west': 2}",,
2024-12-13,2024-12-13,Orlan-10,,south,,2,2,,,{},,,,,,,,,,
2024-12-11 11:00,2024-12-11 11:00,X-59/X-69,Sea of Azov,Dnipropetrovsk oblast,,2,2,,,{},,,,,,,,,,
2024-12-10,2024-12-10,ZALA,,south,,1,1,,,{},,,,,,,,,,
2024-12-10,2024-12-10,Supercam,,south,,1,1,,,{},,,,,,,,,,
2024-12-08 19:30,2024-12-09 8:00,X-59/X-69,Black Sea,Odesa oblast,,2,2,,,{},,,,,,,,,,
2024-12-08 19:30,2024-12-09 8:00,Shahed-136/131,Primorsko-Akhtarsk and Oryol oblast,Ukraine,,37,18,18,1,{},,,,,,,,"{'Sumy oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Vinnytsia oblast': NaN, 'Khmelnytskyi oblast and Ternopil oblast and Rivne oblast': NaN, 'Odesa oblast': 2}",,
2024-12-07 20:30,2024-12-08 8:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,74,28,46,,{},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Cherkasy oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,
2024-12-06 21:30,2024-12-07 8:30,Unknown Missile,,Sumy oblast,,1,0,,,{},,,,,,,,,,
2024-12-06 21:30,2024-12-07 8:30,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,,14,7,6,,{'russia': 1.0},,,,,,,,"{'Kyiv oblast': NaN, 'Cherkasy oblast': NaN, 'Zhytomyr oblast': NaN, 'Vinnytsia oblast': NaN, 'Odesa oblast': 1}",,
2024-12-05 20:00,2024-12-06 7:00,Shahed-136/131,Oryol oblast,Ukraine,,53,32,16,,{'belarus': 2.0},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Zhytomyr oblast': NaN}",,
2024-12-06,2024-12-06,Iskander-M,,Kherson oblast,,3,0,,,{},,,,,,,,,,
2024-12-04 20:00,2024-12-05 8:30,Shahed-136/131,Kursk oblast and Oryol oblast,Ukraine,,44,30,12,,{'belarus': 1.0},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Zhytomyr oblast': NaN, 'Kirovohrad oblast': NaN, 'Vinnytsia oblast': NaN, 'Khmelnytskyi oblast': NaN, 'Odesa oblast': NaN}",,
2024-12-04 20:00,2024-12-05 8:30,Iskander-M,Rostov oblast,Dnipropetrovsk oblast,,2,0,,,{},,,,,,,,,,
2024-12-05,2024-12-05,X-59/X-69,,Mykolaiv oblast,,2,2,,,{},,,,,,,,,,
2024-12-03 20:00,2024-12-04 9:00,X-59/X-69,Kursk oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2024-12-03 20:00,2024-12-04 9:00,Shahed-136/131,Primorsko-Akhtarsk and Oryol oblast and Millerovo,Ukraine,,50,29,18,,{'russia': 1.0},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN,    'Kharkiv oblast': NaN, 'Donetsk oblast': NaN, 'Khmelnytskyi oblast and Ternopil oblast': 8, 'Mykolaiv oblast': 3}",,
2024-12-02 20:00,2024-12-03 9:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Ukraine,,28,22,1,,{'russia': 2.0},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Chernihiv oblast': NaN, 'Zhytomyr oblast': NaN,    'Dnipropetrovsk oblast': NaN, 'Khmelnytskyi oblast': NaN, 'Vinnytsia oblast': NaN,    'Ternopil oblast': NaN, 'Rivne oblast': NaN, 'Odesa oblast and Mykolaiv oblast': 5}",,
2024-12-02 17:00,2024-12-02 20:00,X-59/X-69,,Kryvyi Rih,,3,3,,,{},,,,Su-34 and Su-57,,,,,,
2024-12-01 19:00,2024-12-02 8:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Ukraine,,110,52,50,1,{'belarus': 6.0},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN,    'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Zhytomyr oblast': NaN, 'Kharkiv oblast': NaN,    'Dnipropetrovsk oblast': NaN, 'Khmelnytskyi oblast': 5, 'Vinnytsia oblast': NaN}",,
2024-11-30 20:00,2024-12-01 9:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,,78,32,45,1,{},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN,    'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Zhytomyr oblast': NaN}",,
2024-11-29 21:30,2024-11-30 9:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ukraine,,10,8,1,,{'russia': 1.0},,,,,,,,"{'Kherson oblast': 1, 'Kyiv oblast': NaN, 'Cherkasy oblast': NaN,    'Kirovohrad oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,
2024-11-28 18:30,2024-11-29 9:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Ukraine,,132,88,41,,{'russia': 1.0},,,,,,,,"{'Odesa oblast': 18, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN,    'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Zhytomyr oblast': NaN,    'Zaporizhzhia oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,
2024-11-29,2024-11-29,ZALA,,south,,3,3,,,{},,,,,,,,,,
2024-11-29,2024-11-29,Unknown Missile,,Mykolaiv oblast,,1,0,,,{},,,,,,,,,,
2024-11-29,2024-11-29,Lancet,,south,,4,4,,,{},,,,,,,,,,
2024-11-29,2024-11-29,Iskander-M,,Kherson oblast,,1,0,,,{},,,,,,,,,,
2024-11-27 19:30,2024-11-28 9:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,97,35,62,,{},,,,,,,,"{'Khmelnytskyi oblast': NaN, 'Mykolaiv oblast': 1,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN,    'Chernihiv oblast': NaN, 'Zhytomyr oblast': NaN, 'Kharkiv oblast': NaN}",,
2024-11-28 5:00,2024-11-28 8:30,X-59/X-69,Black Sea,Ukraine,,3,3,,,{},,,,,,,,,,
2024-11-28 5:00,2024-11-28 8:30,X-101/X-555 and Kalibr,Volgograd oblast and Black Sea,Ukraine,,85,76,,,{},,,,Tu-95MS and Navy,,,,,"{'X-101/X-555': 57, 'Kalibr': 28}","{'X-101/X-555': 'Volgograd oblast', 'Kalibr': 'Black Sea'}"
2024-11-28 5:00,2024-11-28 8:30,C-300,Belgorod oblast,Kharkiv oblast,,3,0,,,{},,,,,,,,,,
2024-11-26 19:30,2024-11-27 9:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,,89,36,48,,{'belarus': 5.0},,,,,,,,"{'Khmelnytskyi oblast': NaN, 'Mykolaiv oblast': 1,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN,    'Chernihiv oblast': NaN, 'Zhytomyr oblast': NaN, 'Kharkiv oblast': NaN}",,
2024-11-25 19:30,2024-11-26 9:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,,188,76,95,,{'belarus': 5.0},,,,,,,,"{'Khmelnytskyi oblast and Ternopil oblast and Rivne oblast': 12,    'Vinnytsia oblast': NaN, 'Chernivtsi oblast': NaN, 'Odesa oblast and Mykolaiv oblast': 5,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN,    'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN,    'Kharkiv oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,
2024-11-25 19:30,2024-11-26 9:00,Iskander-M,Kursk oblast and Voronezh oblast,Ukraine,,4,0,,,{},,,,,,,,,,
2024-11-26,2024-11-26,Orlan-10,,south,,1,1,,,{},,,,,,,,,,
2024-11-26,2024-11-26,Iskander-M,,Odesa oblast,,1,0,,,{},,,,,,,,,,
2024-11-24 18:30,2024-11-25 11:00,Shahed-136/131,Primorsko-Akhtarsk and Crimea and Kursk oblast and Oryol oblast and Millerovo,Ukraine,,145,71,71,,{'belarus': 1.0},,,,,,,,"{'Khmelnytskyi oblast': 2, 'Odesa oblast and Mykolaiv oblast and Kherson oblast': NaN,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN,    'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN,    'Kharkiv oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN, 'Donetsk oblast': NaN}",,
2024-11-25,2024-11-25,Фенікс,,south,,1,1,,,{},,,,,,,,,,
2024-11-25,2024-11-25,Supercam,,south,,1,1,,,{},,,,,,,,,,
2024-11-25,2024-11-25,Orlan-10,,south,,2,2,,,{},,,,,,,,,,
2024-11-25,2024-11-25,Merlin-VR,,south,,1,1,,,{},,,,,,,,,,
2024-11-25,2024-11-25,Iskander-M,,Odesa oblast,,2,1,,,{},,,,,,,,,,
2024-11-24 0:30,2024-11-24 9:00,Shahed-136/131,Bryansk oblast and Oryol oblast,Ukraine,,73,50,19,4,{},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN}",,
2024-11-22 1:30,2024-11-22 17:30,Shahed-136/131,Oryol oblast,Ukraine,,114,64,41,4,"{'belarus': 1.0, 'russia': 1.0}",,,,,,,,"{'Khmelnytskyi oblast': 5, 'north-east': NaN, 'center': NaN}",,
2024-11-21 5:00,2024-11-21 7:00,X-47 Kinzhal,Tambov oblast,Dnipro,,1,0,,,{},,,,MiG-31K,,,,,,
2024-11-21 5:00,2024-11-21 7:00,X-101/X-555,Volgograd oblast,Dnipro,,7,6,,,{},,,,Tu-95MS,,,,,,
2024-11-21 5:00,2024-11-21 7:00,Intercontinental ballistic missile,"Astrakhan oblast, Kapustin Yar",Dnipro,,1,0,,,{},,,,,,,,,,
2024-11-19 19:30,2024-11-20 11:00,X-59/X-69,,Dnipropetrovsk oblast and Chernihiv oblast and Sumy oblast,,5,2,,,{},,,,,,,,,,
2024-11-19 19:30,2024-11-20 11:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Ukraine,,122,56,58,,"{'belarus': 2.0, 'russia': 2.0}",,,,,,,,"{'Khmelnytskyi oblast': 4, 'Mykolaiv oblast and Kherson oblast': 2, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN, 'Zaporizhzhia oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Donetsk oblast': NaN}",,
2024-11-19 19:30,2024-11-20 11:00,C-300,Belgorod oblast,Kharkiv oblast,,1,0,,,{},,,,,,,,,,
2024-11-18 19:30,2024-11-19 9:00,Shahed-136/131,Crimea and Kursk oblast and Oryol oblast,Ukraine,,87,51,30,1,{},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Zhytomyr oblast': NaN, 'Zaporizhzhia oblast': NaN, 'Mykolaiv oblast': 1}",,
2024-11-19,2024-11-19,ZALA,,south,,1,1,,,{},,,,,,,,,,
2024-11-19,2024-11-19,Supercam,,south,,2,2,,,{},,,,,,,,,,
2024-11-18 11:57,2024-11-18 11:57,Iskander-M,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-11-18 11:45,2024-11-18 11:45,Orlan-10,,Odesa oblast,,1,1,,,{},,,,,,,,,,
2024-11-17 19:30,2024-11-18 8:00,X-59,Kursk oblast,Sumy oblast,,1,0,,,{},,,,,,,,,,
2024-11-17 19:30,2024-11-18 8:00,Shahed-136/131,Kursk oblast,Ukraine,,11,8,3,,{},,,,,,,,"{'Kyiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN}",,
2024-11-17 19:30,2024-11-18 8:00,Iskander-M,Voronezh oblast,Sumy oblast,,2,0,,,{},,,,,,,,,,
2024-11-18,2024-11-18,ZALA,,south,,2,2,,,{},,,,,,,,,,
2024-11-18,2024-11-18,Supercam,,south,,1,1,,,{},,,,,,,,,,
2024-11-18,2024-11-18,Orlan-10,,south,,1,1,,,{},,,,,,,,,,
2024-11-18,2024-11-18,Lancet,,south,,4,4,,,{},,,,,,,,,,
2024-11-16 20:00,2024-11-17 12:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Ukraine,,90,42,41,,{'russia': 2.0},,,,,,,,"{'south': 6, 'west': 1}",,
2024-11-17 5:30,2024-11-17 8:30,X-59/X-69,,Ukraine,,5,5,,,{},,,,,,,,,,
2024-11-17 5:30,2024-11-17 8:30,X-47 Kinzhal,,Ukraine,,8,7,,,{},,,,10 x MiG-31K,,,,,,
2024-11-17 5:30,2024-11-17 8:30,X-22/X-31P,,Ukraine,,4,4,,,{},,,,2 x Tu-22M3,,,,,,
2024-11-17 5:30,2024-11-17 8:30,X-101/X-555 and Kalibr,,Ukraine,,101,85,,,{},,,,16 x Tu-95MS and 7 x Tu-160 and 4 x Navy,,,,"{'south': 25, 'west': 31}",,
2024-11-17 5:30,2024-11-17 8:30,Iskander-M,,Ukraine,,1,0,,,{},,,,,,,,,,
2024-11-17 5:30,2024-11-17 8:30,3M22 Zircon,,Ukraine,,1,1,,,{},,,,,,,,,,
2024-11-15 20:30,2024-11-16 8:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Ukraine,,83,53,30,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 7, 'Khmelnytskyi oblast': NaN, 'Kharkiv oblast': NaN,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN,    'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,
2024-11-15 20:30,2024-11-16 8:30,Lancet,,south,,3,3,,,{},,,,,,,,,,
2024-11-15 20:30,2024-11-16 8:30,C-300,,Kharkiv oblast,,1,0,,,{},,,,,,,,,,
2024-11-14 21:00,2024-11-15 8:30,Shahed-136/131,Primorsko-Akhtarsk,Odesa oblast,,29,25,,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': NaN, 'Ternopil oblast': 2, 'Kirovohrad oblast': NaN}",,
2024-11-14 21:30,2024-11-14 22:00,X-59/X-69,Black Sea,Odesa oblast,,2,1,,,{},,,,,,,,,,
2024-11-13 19:00,2024-11-14 8:30,Shahed-136/131,Kursk oblast,Ukraine,,59,21,38,,{},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Kharkiv oblast': NaN, 'Poltava oblast': NaN}",,
2024-11-12 15:00,2024-11-13 10:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Ukraine,,90,37,46,2,{'belarus': 2.0},,,,,,,,"{'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN,    'Chernihiv oblast': NaN, 'Cherkasy oblast': NaN, 'Kirovohrad oblast': NaN, 'Zaporizhzhia oblast': NaN}",,
2024-11-13 6:00,2024-11-13 8:00,X-101/X-555,Caspian Sea,Ukraine,,2,2,,,{},,,,Tu-95MS,,,,,,
2024-11-13 6:00,2024-11-13 8:00,Iskander-M/KN-23,Voronezh oblast,Ukraine,,2,2,,,{},,,,Tu-95MS,,,,,,
2024-11-13 6:00,2024-11-13 8:00,C-300,Kursk oblast,Sumy oblast,,2,0,,,{},,,,,,,,,,
2024-11-11 21:00,2024-11-12 11:00,X-59/X-69,Kursk oblast,Chernihiv oblast,,2,0,,,{},,,,,,,,,,
2024-11-11 21:00,2024-11-12 11:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Ukraine,,110,46,60,,{'belarus': 2.0},,,,,,,,"{'Mykolaiv oblast': 5, 'Kharkiv oblast': NaN,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN, 'Chernihiv oblast': NaN,    'Cherkasy oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,
2024-11-11 21:00,2024-11-12 11:00,C-300,Belgorod oblast,Kharkiv,,1,0,,,{},,,,,,,,,,
2024-11-10 20:00,2024-11-11 9:30,X-59/X-69,Zaporizhzhia oblast,Ukraine,,2,2,,,{},,,,,,,,,,
2024-11-10 20:00,2024-11-11 9:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast,Ukraine,,74,39,30,,{'belarus': 3.0},,,,,,,,"{'Mykolaiv oblast': 5,    'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN, 'Chernihiv oblast': NaN,    'Cherkasy oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN}",,
2024-11-09 20:00,2024-11-10 9:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Ukraine,,145,62,67,,{'belarus': 10.0},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 9, 'Khmelnytskyi oblast and Rivne oblast': 5, 'Vinnytsia oblast': NaN, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Zhytomyr oblast': NaN, 'Poltava oblast': NaN, 'Chernihiv oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN, 'Donetsk oblast': NaN, 'Kharkiv oblast': NaN}",,
2024-11-08 21:00,2024-11-09 8:00,Shahed-136/131,Primorsko-Akhtarsk and Oryol oblast,Odesa oblast,,51,32,18,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 12, 'Ternopil oblast': 3, 'Vinnytsia oblast': NaN, 'Sumy oblast': NaN, 'Poltava oblast': NaN, 'Cherkasy oblast': NaN, 'Dnipropetrovsk oblast': NaN, 'Zaporizhzhia oblast': NaN, 'Donetsk oblast': NaN, 'Kharkiv oblast': NaN}",,
2024-11-07 18:00,2024-11-08 9:00,X-59/X-69,Belgorod oblast,Ukraine,,4,4,,,{},,,,,,,,,,
2024-11-07 18:00,2024-11-08 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast",Ukraine,,92,62,26,1,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast': 18, 'Khmelnytskyi oblast and Ivano-Frankivsk oblast': 3, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN, 'Dnipropetrovsk oblast': NaN}",,
2024-11-07 18:00,2024-11-08 9:00,Iskander-M,Rostov oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2024-11-08,2024-11-08,ZALA,,south,,1,1,,,{},,,,,,,,,,
2024-11-08,2024-11-08,Supercam,,south,,1,1,,,{},,,,,,,,,,
2024-11-08,2024-11-08,Iskander-M,Crimea,Mykolaiv oblast,,1,0,,,{},,,,,,,,,,
2024-11-06 21:00,2024-11-07 12:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast",Ukraine,,106,74,25,,{},,,,,,,,"{'Odesa oblast and Mykolaiv oblast and Kherson oblast': 7, 'Kyiv oblast': NaN, 'Sumy oblast': NaN, 'Kirovohrad oblast': NaN, 'Zhytomyr oblast': NaN, 'Cherkasy oblast': NaN, 'Chernihiv oblast': NaN, 'Poltava oblast': NaN, 'Kharkiv oblast': NaN}",,
2024-11-07,2024-11-07,ZALA,,south,,3,3,,,{},,,,,,,,,,
