time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details
2026-01-10 18:30,2026-01-11 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,154,125,0,7,{},110,18,2,,,,,"{'south': 15, 'west': 5, 'east': NaN, 'north': NaN}",,
2026-01-09 18:00,2026-01-10 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Ukraine,,121,94,0,0,{},80,15,1,,,,,"{'south': 17, 'east': NaN, 'north': NaN}",,
2026-01-09 18:00,2026-01-10 8:30,Iskander-M,Kursk oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2026-01-10,2026-01-10,Молнія,,south,,12,12,,,{},,,,,,,,,,
2026-01-08 19:30,2026-01-09 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Kyiv oblast,242,226,0,0,{},150,19,0,,,,,"{'south': NaN, 'east': NaN, 'north': NaN}",,
2026-01-08 19:30,2026-01-09 9:00,Kalibr,Black Sea,Ukraine,,22,10,,,{},,,,Navi,,,,,,
2026-01-08 19:30,2026-01-09 9:00,C-400 and Iskander-M,Bryansk oblast,Ukraine,,13,8,,,{},,,,,,,,,,
2026-01-09,2026-01-09,Молнія,,south,,10,10,,,{},,,,,,,,,,
2026-01-09,2026-01-09,Orlan-10,,south,,1,1,,,{},,,,,,,,,,
2026-01-08 23:45,2026-01-08 23:50,Intercontinental ballistic missile,"Astrakhan oblast, Kapustin Yar",Lviv oblast,,1,0,,,{},,,,,,,,,,
2026-01-07 19:00,2026-01-08 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Dnipropetrovsk oblast,97,70,0,0,{},70,13,1,,,,,"{'south': 23, 'east': NaN}",,
2026-01-08,2026-01-08,Молнія,,south,,4,4,,,{},,,,,,,,,,
2026-01-08,2026-01-08,Shahed-136/131,,west,,6,6,,,{},,,,,,,,,,
2026-01-06 18:00,2026-01-07 7:30,Shahed-136/131,"Primorsko-Akhtarsk and Oryol oblast and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,95,81,0,0,{},60,8,5,,,,,"{'south': 26, 'east': NaN, 'north': NaN, 'center': NaN}",,
2026-01-06 18:00,2026-01-07 7:30,Iskander-M,Taganrog,Ukraine,,1,0,,,{},,,,,,,,,,
2026-01-07,2026-01-07,Молнія,,south,,8,8,,,{},,,,,,,,,,
2026-01-07,2026-01-07,Orlan-10,,south,,2,2,,,{},,,,,,,,,,
2026-01-07,2026-01-07,Iskander-M,Crimea,Odesa oblast,,2,0,,,{},,,,,,,,,,
2026-01-05 18:00,2026-01-06 8:30,Shahed-136/131,Kursk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,61,53,0,0,{},40,6,0,,,,,"{'south': 4, 'east': NaN, 'north': NaN, 'center': NaN}",,
2026-01-06,2026-01-06,Молнія,,south,,14,14,,,{},,,,,,,,,,
2026-01-04 18:00,2026-01-05 8:00,Shahed-136/131,Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,,165,137,0,2,{},100,10,9,,,,,"{'east': NaN, 'north': NaN, 'center': NaN}",,
2026-01-04 18:00,2026-01-05 8:00,C-300 and Iskander-M,Bryansk oblast and Voronezh oblast,Ukraine,,9,0,,,{},,,,,,,,,,
2026-01-05,2026-01-05,Молнія,,south,,18,18,,,{},,,,,,,,,,
2026-01-05,2026-01-05,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2026-01-03 19:00,2026-01-04 8:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Donetsk oblast,Ukraine,,52,39,0,0,{},40,9,0,,,,,"{'east': NaN, 'north': NaN}",,
2026-01-04,2026-01-04,Молнія,,south,,12,12,,,{},,,,,,,,,,
2026-01-02 18:00,2026-01-03 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Kacha, Crimea",Ukraine,,95,80,0,3,{},60,8,0,,,,,"{'south': 54, 'east': NaN, 'north': NaN}",,
2026-01-03,2026-01-03,Молнія,,south,,12,12,,,{},,,,,,,,,,
2026-01-01 18:00,2026-01-02 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Lutsk oblast,116,86,0,3,{},70,23,2,,,,"['Lutsk oblast', 'Kyiv oblast', 'Sumy oblast', 'Odesa oblast', 'Zaporizhzhia oblast', 'Donetsk oblast', 'Kharkiv oblast']","{'south': 33, 'east': NaN, 'north': NaN}",,
2026-01-02,2026-01-02,Молнія,,south,,8,8,,,{},,,,,,,,,,
2026-01-01 9:00,2026-01-01 16:00,Shahed-136/131,,west,,10,10,,,{},,,,,,,,,,
2025-12-31 18:00,2026-01-01 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Lutsk oblast,205,176,0,5,{},130,15,0,,,,"['Lutsk oblast', 'Kyiv oblast', 'Sumy oblast', 'Odesa oblast', 'Zaporizhzhia oblast', 'Donetsk oblast', 'Kharkiv oblast']","{'south': 87, 'west': 27, 'east': NaN, 'north': NaN}",,
2026-01-01,2026-01-01,Молнія,,south,,29,29,,,{},,,,,,,,,,
2026-01-01,2026-01-01,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-12-30 18:00,2025-12-31 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,127,101,0,,{},80,11,0,,,,,"{'south': 65, 'east': NaN, 'north': NaN}",,
2025-12-31,2025-12-31,Молнія,,south,,11,11,,,{},,,,,,,,,,
2025-12-29 18:00,2025-12-30 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea",Ukraine,,60,52,0,,{},40,5,0,,,,,"{'south': 25, 'east': NaN, 'north': NaN}",,
2025-12-29 18:00,2025-12-30 9:00,Iskander-M,Crimea,Odesa oblast,,1,0,,,{},,,,,,,,,,
2025-12-29 18:00,2025-12-30 9:00,Iskander-M,Voronezh oblast,Ukraine,,1,1,,,{},,,,,,,,,,
2025-12-30,2025-12-30,Молнія,,south,,12,12,,,{},,,,,,,,,,
2025-12-28 21:00,2025-12-29 8:30,Shahed-136/131,"Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,25,21,0,,{},15,2,0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,
2025-12-29,2025-12-29,Молнія,,south,,8,8,,,{},,,,,,,,,,
2025-12-27 18:00,2025-12-28 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Hvardiiske, Crimea",Ukraine,Kyiv oblast,48,30,0,,{},30,9,0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,
2025-12-28,2025-12-28,Молнія,,south,,13,13,,,{},,,,,,,,,,
2025-12-26 18:00,2025-12-27 13:00,X-47 Kinzhal and Iskander-M,Bryansk oblast and Ryazan oblast,Ukraine,,10,6,,,{},,,,,,,,,,
2025-12-26 18:00,2025-12-27 13:00,X-22,Black Sea,Mykolaiv oblast,,2,0,,,{},,,,Tu-22M3,,,,,,
2025-12-26 18:00,2025-12-27 13:00,X-101/X-555,Vologda oblast,Ukraine,,21,19,,,{},,,,,,,,,,
2025-12-26 18:00,2025-12-27 13:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast,519,474,15,5,{},300,30,16,,,,,"{'south': 69, 'west': 9, 'east': NaN, 'north': NaN}",,
2025-12-26 18:00,2025-12-27 13:00,Iskander-K and Kalibr,Rostov oblast and Black Sea,Ukraine,,7,4,,,{},,,,,,,,,,
2025-12-27,2025-12-27,Молнія,,south,,23,23,,,{},,,,,,,,,,
2025-12-25 18:00,2025-12-26 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Hvardiiske, Crimea",Ukraine,,99,73,0,0,{},60,16,0,,,,,"{'south': 47, 'east': NaN, 'north': NaN}",,
2025-12-25 18:00,2025-12-26 9:00,Iskander-M,Crimea,Ukraine,,1,0,,,{},,,,,,,,,,
2025-12-26,2025-12-26,Unknown UAV,,south,,10,10,,,{},,,,,,,,,,
2025-12-24 19:00,2025-12-25 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,131,106,0,3,{},90,15,0,,,,,"{'south': 49, 'east': NaN, 'north': NaN}",,
2025-12-25,2025-12-25,Unknown UAV,,south,,32,32,,,{},,,,,,,,,,
2025-12-25,2025-12-25,Reconnaissance UAV,,south,,2,2,,,{},,,,,,,,,,
2025-12-23 19:00,2025-12-24 9:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Chernihiv oblast,116,60,0,8,{},90,19,0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,
2025-12-24,2025-12-24,Unknown UAV,,south,,29,29,,,{},,,,,,,,,,
2025-12-24,2025-12-24,Reconnaissance UAV,,south,,2,2,,,{},,,,,,,,,,
2025-12-22 18:00,2025-12-23 11:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,635,587,0,9,{},400,21,8,,,,"['Rivne oblast', 'Khmelnytskyi oblast', 'Zhytomyr oblast', 'Odesa oblast', 'Donetsk oblast']","{'south': 98, 'west': 49, 'east': NaN, 'north': NaN}",,
2025-12-23 5:20,2025-12-23 8:40,X-47 Kinzhal,Ryazan oblast,Ukraine,,3,0,3,,{},,,,MiG-31K,,,,,,
2025-12-23 5:20,2025-12-23 8:40,Iskander-K and Kalibr,Kursk oblast and Vologda oblast,Ukraine,,35,34,,,{},,,,,,,,{'west': 12},,
2025-12-23,2025-12-23,Unknown UAV,,south,,37,37,,,{},,,,,,,,,,
2025-12-23,2025-12-23,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-12-21 19:00,2025-12-22 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Oryol oblast and Millerovo and Donetsk oblast",Ukraine,,86,58,0,,{},50,12,1,,,,,"{'south': 19, 'east': NaN, 'north': NaN}",,
2025-12-22,2025-12-22,Unknown UAV,,south,,22,22,,,{},,,,,,,,,,
2025-12-20 18:00,2025-12-21 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,97,75,0,3,{},60,8,1,,,,,"{'south': 49, 'east': NaN, 'north': NaN, 'west': NaN}",,
2025-12-21,2025-12-21,Молнія,,south,,2,2,,,{},,,,,,,,,,
2025-12-21,2025-12-21,Iskander-M,Crimea,Odesa oblast,,1,0,,,{},,,,,,,,,,
2025-12-19 19:00,2025-12-20 9:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,,51,31,0,,{},30,15,0,,,,,"{'south': 40, 'east': NaN, 'north': NaN}",,
2025-12-18 18:30,2025-12-19 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,160,108,0,5,{},90,23,0,,,,,"{'south': 60, 'east': NaN}",,
2025-12-19,2025-12-19,Unknown UAV,,south,,19,19,,,{},,,,,,,,,,
2025-12-19,2025-12-19,Reconnaissance UAV,,south,,8,8,,,{},,,,,,,,,,
2025-12-19,2025-12-19,Iskander-M,Crimea,Odesa oblast,,4,0,,,{},,,,,,,,,,
2025-12-17 18:00,2025-12-18 8:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Ukraine,,82,63,0,,{},50,12,8,,,,,"{'south': 30, 'east': NaN, 'north': NaN, 'center': NaN}",,
2025-12-18,2025-12-18,Unknown UAV,,south,,11,11,,,{},,,,,,,,,,
2025-12-18,2025-12-18,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-12-16 18:00,2025-12-17 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,69,37,0,3,{},40,12,0,,,,,"{'south': 9, 'east': NaN, 'north': NaN}",,
2025-12-17,2025-12-17,Unknown UAV,,south,,21,21,,,{},,,,,,,,,,
2025-12-17,2025-12-17,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-12-15 18:00,2025-12-16 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,69,57,0,2,{},40,7,0,,,,,"{'south': 24, 'east': NaN}",,
2025-12-16,2025-12-16,Unknown UAV,,south,,27,27,,,{},,,,,,,,,,
2025-12-16,2025-12-16,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-12-14 18:00,2025-12-15 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,153,133,0,,{},90,10,0,,,,,"{'south': 47, 'east': NaN, 'north': NaN}",,
2025-12-15,2025-12-15,Молнія,,south,,20,20,,,{},,,,,,,,,,
2025-12-13 19:00,2025-12-14 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,138,110,0,18,{},85,6,0,,,,,"{'south': 44, 'east': NaN, 'north': NaN}",,
2025-12-13 19:00,2025-12-14 8:30,Iskander-M/KN-23,Rostov oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2025-12-14,2025-12-14,Unknown UAV,,south,,10,10,,,{},,,,,,,,,,
2025-12-14,2025-12-14,Reconnaissance UAV,,south,,2,2,,,{},,,,,,,,,,
2025-12-12 18:00,2025-12-13 12:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Odesa oblast,465,417,0,,{},270,18,3,,,,,"{'south': 165, 'east': NaN, 'north': NaN}",,
2025-12-12 18:00,2025-12-13 12:00,Kalibr,Black Sea and Caspian Sea,Ukraine,,16,9,,,{},,,,Navi,,,,{'south': 9},,
2025-12-12 18:00,2025-12-13 12:00,Iskander-M/KN-23,Crimea,Odesa oblast,,5,0,,,{},,,,,,,,,,
2025-12-12 18:00,2025-12-13 12:00,Iskander-K,Kursk oblast,Ukraine,,5,4,,,{},,,,,,,,{'south': 4},,
2025-12-13 2:20,2025-12-13 3:20,X-47 Kinzhal,Tambov oblast and Tula oblast,Ukraine,,4,0,,,{},,,,MiG-31K,,,,,,
2025-12-11 18:00,2025-12-12 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,80,64,0,,{},50,8,3,,,,,"{'south': 17, 'east': NaN, 'north': NaN}",,
2025-12-12,2025-12-12,Iskander-M/KN-23,Crimea,Odesa oblast,,3,0,,,{},,,,,,,,,,
2025-12-10 19:00,2025-12-11 10:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Shatalovo and Hvardiiske, Crimea",Ukraine,Poltava oblast,151,83,0,,{},120,34,0,,,,,"{'south': 9, 'east': NaN}",,
2025-12-10 19:00,2025-12-11 10:00,Iskander-M/KN-23,Kursk oblast,Ukraine,,3,2,,,{},,,,,,,,,,
2025-12-11,2025-12-11,Молнія,,south,,11,11,,,{},,,,,,,,,,
2025-12-09 18:00,2025-12-10 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo",Ukraine,,80,50,0,,{},50,7,0,,,,,"{'south': 16, 'east': NaN}",,
2025-12-10,2025-12-10,Молнія,,south,,9,9,,,{},,,,,,,,,,
2025-12-08 18:00,2025-12-09 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,110,84,0,,{},70,9,0,,,,,"{'south': NaN, 'north': NaN, 'east': NaN}",,
2025-12-09,2025-12-09,Молнія,,south,,21,21,,,{},,,,,,,,,,
2025-12-07 18:00,2025-12-08 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Donetsk oblast",Ukraine,,149,131,0,,{},90,11,4,,,,,"{'south': 14, 'north': NaN, 'east': NaN}",,
2025-12-08,2025-12-08,Молнія,,south,,5,5,,,{},,,,,,,,,,
2025-12-06 18:00,2025-12-07 9:00,X-47 Kinzhal,Tambov oblast,Ukraine,,3,2,,,{},,,,MiG-31K,,,,,,
2025-12-06 18:00,2025-12-07 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Ukraine,,241,175,0,,{},150,14,0,,,,,"{'south': 8, 'north': NaN, 'east': NaN}",,
2025-12-06 18:00,2025-12-07 9:00,Iskander-M/KN-23,Kursk oblast,Ukraine,,2,2,,,{},,,,,,,,,,
2025-12-07,2025-12-07,Молнія,,south,,6,6,,,{},,,,,,,,,,
2025-12-05 18:00,2025-12-06 10:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,653,585,0,,{},300,29,3,,,,"['Lviv oblast', 'Ivano-Frankivsk oblast', 'Lutsk oblast', 'Kyiv oblast', 'Odesa oblast', 'Dnipropetrovsk oblast', 'Donetsk oblast', 'Chernihiv oblast']","{'west': 39, 'south': 28, 'north': NaN, 'east': NaN, 'center': NaN}",,
2025-12-05 18:00,2025-12-06 10:00,Iskander-M/KN-23,Crimea and Bryansk oblast and Rostov oblast and Krasnodar Krai,Ukraine,,14,1,,,{},,,,,,,,,,
2025-12-05 5:00,2025-12-06 8:00,X-101/X-555 and Kalibr and Iskander-K,Rostov oblast and Black Sea,Ukraine,,34,29,,,{},,,,,,,,"{'west': 12, 'south': 3}",,
2025-12-06 1:20,2025-12-06 3:00,X-47 Kinzhal,Ryazan oblast and Tambov oblast,Ukraine,,3,0,,,{},,,,MiG-31K,,,,,,
2025-12-06,2025-12-06,Молнія,,south,,5,5,,,{},,,,,,,,,,
2025-12-04 19:00,2025-12-05 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Ukraine,,137,80,0,,{},90,13,0,,,,,"{'south': 1, 'north': NaN, 'east': NaN, 'center': NaN}",,
2025-12-05,2025-12-05,Молнія,,south,,5,5,,,{},,,,,,,,,,
2025-12-03 18:00,2025-12-04 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,138,114,0,,{},85,14,0,,,,,"{'south': 17, 'north': NaN, 'east': NaN}",,
2025-12-03 18:00,2025-12-04 9:00,Iskander-M,Rostov oblast,Ukraine,,1,0,,,{},,,,,,,,,,
2025-12-04,2025-12-04,Молнія,,south,,12,12,,,{},,,,,,,,,,
2025-12-02 18:00,2025-12-03 8:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo",Ukraine,,111,83,0,,{},60,13,1,,,,"['Kharkiv oblast', 'Odesa oblast', 'Dnipropetrovsk oblast', 'Zaporizhzhia oblast']","{'south': 13, 'north': NaN, 'east': NaN}",,
2025-12-03,2025-12-03,Iskander-M,Crimea,Mykolaiv oblast,,1,0,,,{},,,,,,,,,,
2025-12-01 18:00,2025-12-02 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast and Millerovo and Donetsk oblast",Ukraine,,62,39,0,,{},35,8,0,,,,,"{'south': 11, 'north': NaN, 'east': NaN}",,
2025-12-02,2025-12-02,Unknown UAV,,south,,3,3,,,{},,,,,,,,,,
2025-11-30 18:00,2025-12-01 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Ukraine,,89,63,0,,{},55,9,0,,,,,"{'south': 10, 'north': NaN, 'east': NaN}",,
2025-11-29 19:00,2025-11-30 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,122,104,0,,{},75,13,2,,,,,"{'south': 5, 'north': NaN, 'east': NaN}",,
2025-11-28 18:00,2025-11-29 9:00,X-59/X-69,Kursk oblast,Ukraine,,4,2,,,{},,,,,,,,,,
2025-11-28 18:00,2025-11-29 9:00,X-47 Kinzhal,Ryazan oblast,Ukraine,,5,1,,,{},,,,MiG-31K,,,,,,
2025-11-28 18:00,2025-11-29 9:00,X-101/X-555 and Iskander-K,Kursk oblast,Ukraine,,23,12,,,{},,,,,,,,,,
2025-11-28 18:00,2025-11-29 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast,596,558,0,,{},350,22,17,,,,,"{'south': 10, 'north': NaN, 'east': NaN}",,
2025-11-28 18:00,2025-11-29 9:00,Iskander-M,Bryansk oblast and Rostov oblast,Ukraine,,4,4,,,{},,,,,,,,,,
2025-11-29,2025-11-29,Unknown UAV,,south,,3,3,,,{},,,,,,,,,,
2025-11-29,2025-11-29,Iskander-M,Crimea,Odesa oblast,,2,0,,,{},,,,,,,,,,
2025-11-27 18:00,2025-11-28 9:00,Shahed-136/131,Bryansk oblast and Oryol oblast and Millerovo,Ukraine,,72,63,0,,{},50,5,1,,,,,"{'south': 4, 'north': NaN, 'east': NaN}",,
2025-11-28,2025-11-28,Unknown UAV,,south,,4,4,,,{},,,,,,,,,,
2025-11-26 18:00,2025-11-27 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,142,92,0,,{},90,18,3,,,,,"{'south': 15, 'north': NaN, 'east': NaN}",,
2025-11-27,2025-11-27,Unknown UAV,,south,,9,9,,,{},,,,,,,,,,
2025-11-27,2025-11-27,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-11-27,2025-11-27,Iskander-M,Crimea,Odesa oblast,,1,0,,,{},,,,,,,,,,
2025-11-25 19:00,2025-11-26 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,90,72,0,,{},55,10,0,,,,,"{'south': 19, 'north': NaN, 'east': NaN}",,
2025-11-25 19:00,2025-11-26 9:00,Iskander-M,Rostov oblast,Ukraine,,2,0,,,{},,,,,,,,,,
2025-11-26,2025-11-26,Молнія,,south,,11,11,,,{},,,,,,,,,,
2025-11-24 18:00,2025-11-25 10:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast,464,438,0,,{},250,15,12,,,,"['Kyiv oblast', 'Kharkiv oblast', 'Sumy oblast', 'Odesa oblast']","{'south': 90, 'north': NaN, 'east': NaN}",,
2025-11-24 18:00,2025-11-25 10:00,Kalibr,Black Sea,Ukraine,,8,5,,,{},,,,Navi,,,,{'south': 2},,
2025-11-24 18:00,2025-11-25 10:00,Iskander-M,Bryansk oblast,Ukraine,,3,3,,,{},,,,,,,,,,
2025-11-24 18:00,2025-11-25 10:00,Iskander-K,Kursk oblast,Ukraine,,7,5,,,{},,,,,,,,,,
2025-11-25 6:50,2025-11-25 7:20,X-47 Kinzhal,Ryazan oblast,Ukraine,,2,0,,,{},,,,MiG-31K,,,,,,
2025-11-25 1:20,2025-11-25 1:50,X-47 Kinzhal,Ryazan oblast,Ukraine,,2,1,,,{},,,,MiG-31K,,,,,,
2025-11-25,2025-11-25,Unknown UAV,,south,,9,9,,,{},,,,,,,,,,
2025-11-25,2025-11-25,Reconnaissance UAV,,south,,3,3,,,{},,,,,,,,,,
2025-11-23 19:00,2025-11-24 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,162,125,0,,{},80,15,1,,,,"['Kharkiv oblast', 'Chernihiv oblast', 'Dnipropetrovsk oblast']","{'south': 7, 'north': NaN, 'east': NaN}",,
2025-11-24,2025-11-24,Unknown UAV,,south,,5,5,,,{},,,,,,,,,,
2025-11-22 19:00,2025-11-23 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Ukraine,,98,69,0,,{},60,12,0,,,,,"{'south': 33, 'north': NaN, 'east': NaN}",,
2025-11-23,2025-11-23,Unknown UAV,,south,,6,6,,,{},,,,,,,,,,
2025-11-23,2025-11-23,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-11-21 19:00,2025-11-22 9:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast",Ukraine,,104,89,0,,{},65,6,0,,,,,"{'south': 22, 'north': NaN, 'east': NaN}",,
2025-11-21 19:00,2025-11-22 9:00,Iskander-M,Crimea,Ukraine,,1,0,,,{},,,,,,,,,,
2025-11-22,2025-11-22,Unknown UAV,,south,,9,9,,,{},,,,,,,,,,
2025-11-22,2025-11-22,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-11-21,2025-11-21 15:00,Shahed-136/131,,south,,49,49,,,{},,,,,,,,,,
2025-11-20 18:00,2025-11-21 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,115,95,0,,{},70,12,4,,,,"['Kharkiv oblast', 'Chernihiv oblast', 'Dnipropetrovsk oblast', 'Odesa oblast']","{'south': 20, 'north': NaN, 'east': NaN}",,
2025-11-21,2025-11-21,Unknown UAV,,south,,6,6,,,{},,,,,,,,,,
2025-11-21,2025-11-21,Reconnaissance UAV,,south,,1,1,,,{},,,,,,,,,,
2025-11-19 18:00,2025-11-20 8:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,,136,106,0,,{},80,16,3,,,,,"{'south': 1, 'north': NaN, 'east': NaN}",,
